Transaction ID,Transaction Date,Year,Month,Day,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Computed Total,Total Mismatch Flag
TXN_8700451,2023-12-12,2023.0,12.0,12.0,Tea,5,1.5,7.5,Credit Card,Takeaway,7.5,False
TXN_6380550,2023-01-05,2023.0,1.0,5.0,Coffee,5,2.0,10.0,Cash,In-store,10.0,False
TXN_4885518,2023-06-10,2023.0,6.0,10.0,Salad,3,5.0,15.0,Credit Card,In-store,15.0,False
TXN_3972167,2023-01-23,2023.0,1.0,23.0,Sandwich,5,4.0,20.0,Other,In-store,20.0,False
TXN_4878378,2023-02-20,2023.0,2.0,20.0,Tea,1,1.5,1.5,Credit Card,Unknown,1.5,False
TXN_2484241,2023-07-19,2023.0,7.0,19.0,Cake,3,3.0,9.0,Digital Wallet,Unknown,9.0,False
TXN_2368126,2023-12-06,2023.0,12.0,6.0,Cake,5,3.0,15.0,Other,In-store,15.0,False
TXN_7943008,,,,,Coffee,1,2.0,2.0,Credit Card,Unknown,2.0,False
TXN_8495063,2023-05-31,2023.0,5.0,31.0,Juice,1,3.0,3.0,Cash,Unknown,3.0,False
TXN_4811133,2023-08-11,2023.0,8.0,11.0,Salad,2,5.0,10.0,Cash,Unknown,10.0,False
TXN_8729570,2023-09-03,2023.0,9.0,3.0,Tea,5,1.5,7.5,Other,In-store,7.5,False
TXN_7623634,2023-07-11,2023.0,7.0,11.0,Cake,2,3.0,6.0,Credit Card,In-store,6.0,False
TXN_9336980,2023-06-06,2023.0,6.0,6.0,Salad,4,5.0,20.0,Cash,In-store,20.0,False
TXN_3424331,2023-01-18,2023.0,1.0,18.0,Cake,4,3.0,12.0,Other,Unknown,12.0,False
TXN_5072031,2023-03-23,2023.0,3.0,23.0,Cake,2,3.0,6.0,Cash,Takeaway,6.0,False
TXN_8687151,2023-06-10,2023.0,6.0,10.0,Salad,5,5.0,25.0,Cash,Unknown,25.0,False
TXN_4031509,2023-01-04,2023.0,1.0,4.0,Unknown Item,4,4.0,16.0,Credit Card,Takeaway,16.0,False
TXN_5265095,2023-06-23,2023.0,6.0,23.0,Coffee,1,2.0,2.0,Other,Unknown,2.0,False
TXN_6541415,2023-11-25,2023.0,11.0,25.0,Unknown Item,4,3.0,12.0,Cash,In-store,12.0,False
TXN_4108138,2023-08-03,2023.0,8.0,3.0,Coffee,5,2.0,10.0,Cash,Unknown,10.0,False
TXN_1909796,2023-07-12,2023.0,7.0,12.0,Smoothie,2,4.0,8.0,Other,Takeaway,8.0,False
TXN_1928241,2023-04-30,2023.0,4.0,30.0,Coffee,3,2.0,6.0,Cash,In-store,6.0,False
TXN_4283157,2023-11-25,2023.0,11.0,25.0,Salad,5,5.0,25.0,Digital Wallet,In-store,25.0,False
TXN_8013032,2023-03-07,2023.0,3.0,7.0,Coffee,2,2.0,4.0,Credit Card,Unknown,4.0,False
TXN_8301424,2023-06-27,2023.0,6.0,27.0,Juice,2,3.0,6.0,Other,Unknown,6.0,False
TXN_1093800,,,,,Sandwich,3,4.0,12.0,Cash,Takeaway,12.0,False
TXN_7965998,2023-11-02,2023.0,11.0,2.0,Juice,1,3.0,3.0,Credit Card,In-store,3.0,False
TXN_9238666,2023-07-31,2023.0,7.0,31.0,Cookie,1,1.0,1.0,Other,Takeaway,1.0,False
TXN_1631695,2023-09-19,2023.0,9.0,19.0,Tea,2,1.5,3.0,Other,In-store,3.0,False
TXN_1435086,2023-02-09,2023.0,2.0,9.0,Cake,5,3.0,15.0,Other,Unknown,15.0,False
TXN_3226832,2023-09-04,2023.0,9.0,4.0,Unknown Item,5,4.0,20.0,Cash,Unknown,20.0,False
TXN_1648671,2023-05-21,2023.0,5.0,21.0,Sandwich,3,4.0,12.0,Cash,Takeaway,12.0,False
TXN_4062737,2023-07-02,2023.0,7.0,2.0,Cake,3,3.0,9.0,Cash,In-store,9.0,False
TXN_3494565,2023-07-10,2023.0,7.0,10.0,Unknown Item,2,4.0,8.0,Other,Unknown,8.0,False
TXN_9249507,2023-11-21,2023.0,11.0,21.0,Cookie,4,1.0,4.0,Credit Card,In-store,4.0,False
TXN_4689500,2023-12-02,2023.0,12.0,2.0,Sandwich,4,4.0,16.0,Other,Unknown,16.0,False
TXN_8989148,2023-11-25,2023.0,11.0,25.0,Tea,2,1.5,3.0,Other,Unknown,3.0,False
TXN_8316826,2023-04-17,2023.0,4.0,17.0,Coffee,3,2.0,6.0,Other,In-store,6.0,False
TXN_9836934,2023-03-13,2023.0,3.0,13.0,Cookie,3,1.0,3.0,Digital Wallet,In-store,3.0,False
TXN_8005489,2023-08-12,2023.0,8.0,12.0,Cake,3,3.0,9.0,Other,In-store,9.0,False
TXN_6463132,,,,,Cookie,5,1.0,5.0,Credit Card,Takeaway,5.0,False
TXN_3925836,2023-02-16,2023.0,2.0,16.0,Cookie,3,1.0,3.0,Digital Wallet,In-store,3.0,False
TXN_1896955,2023-09-23,2023.0,9.0,23.0,Salad,5,5.0,25.0,Other,In-store,25.0,False
TXN_5075974,2023-04-11,2023.0,4.0,11.0,Smoothie,4,4.0,16.0,Digital Wallet,Unknown,16.0,False
TXN_3978874,2023-03-13,2023.0,3.0,13.0,Smoothie,5,4.0,20.0,Credit Card,In-store,20.0,False
TXN_8955912,2023-11-07,2023.0,11.0,7.0,Sandwich,1,4.0,4.0,Other,Unknown,4.0,False
TXN_1136554,2023-03-26,2023.0,3.0,26.0,Smoothie,3,4.0,12.0,Other,Takeaway,12.0,False
TXN_8007337,2023-11-01,2023.0,11.0,1.0,Cake,2,3.0,6.0,Digital Wallet,Takeaway,6.0,False
TXN_8129834,2023-07-22,2023.0,7.0,22.0,Salad,1,5.0,5.0,Cash,Unknown,5.0,False
TXN_3831848,2023-11-03,2023.0,11.0,3.0,Unknown Item,1,4.0,4.0,Digital Wallet,Takeaway,4.0,False
TXN_5365809,2023-09-14,2023.0,9.0,14.0,Cake,3,3.0,9.0,Cash,In-store,9.0,False
TXN_8166407,2023-07-26,2023.0,7.0,26.0,Smoothie,2,4.0,8.0,Other,Unknown,8.0,False
TXN_6629480,2023-02-28,2023.0,2.0,28.0,Smoothie,5,4.0,20.0,Credit Card,In-store,20.0,False
TXN_3833797,2023-01-27,2023.0,1.0,27.0,Coffee,4,2.0,8.0,Other,In-store,8.0,False
TXN_2643815,2023-12-06,2023.0,12.0,6.0,Cookie,3,1.0,3.0,Other,Unknown,3.0,False
TXN_2996519,2023-01-19,2023.0,1.0,19.0,Cake,5,3.0,15.0,Cash,Unknown,15.0,False
TXN_8810894,2023-02-20,2023.0,2.0,20.0,Smoothie,1,4.0,4.0,Other,Unknown,4.0,False
TXN_7412722,2023-04-07,2023.0,4.0,7.0,Juice,4,3.0,12.0,Cash,In-store,12.0,False
TXN_3937509,2023-03-20,2023.0,3.0,20.0,Smoothie,2,4.0,8.0,Other,In-store,8.0,False
TXN_6000201,2023-02-16,2023.0,2.0,16.0,Cookie,3,1.0,3.0,Cash,Takeaway,3.0,False
TXN_1714274,2023-12-27,2023.0,12.0,27.0,Cookie,4,1.0,4.0,Other,In-store,4.0,False
TXN_3800182,2023-10-26,2023.0,10.0,26.0,Tea,2,1.5,3.0,Cash,In-store,3.0,False
TXN_5115080,2023-02-18,2023.0,2.0,18.0,Unknown Item,5,3.0,15.0,Credit Card,Unknown,15.0,False
TXN_9788956,2023-04-11,2023.0,4.0,11.0,Juice,4,3.0,12.0,Other,Unknown,12.0,False
TXN_6311602,2023-05-15,2023.0,5.0,15.0,Juice,3,3.0,9.0,Credit Card,Unknown,9.0,False
TXN_2950680,2023-12-10,2023.0,12.0,10.0,Coffee,2,2.0,4.0,Credit Card,Takeaway,4.0,False
TXN_6749847,2023-08-15,2023.0,8.0,15.0,Cake,2,3.0,6.0,Credit Card,Unknown,6.0,False
TXN_2143187,2023-04-21,2023.0,4.0,21.0,Smoothie,1,4.0,4.0,Other,In-store,4.0,False
TXN_8964522,2023-10-28,2023.0,10.0,28.0,Unknown Item,3,3.0,9.0,Credit Card,Takeaway,9.0,False
TXN_4088917,2023-02-04,2023.0,2.0,4.0,Coffee,3,2.0,6.0,Cash,Takeaway,6.0,False
TXN_3779366,2023-04-15,2023.0,4.0,15.0,Cookie,1,1.0,1.0,Digital Wallet,In-store,1.0,False
TXN_7724048,2023-11-12,2023.0,11.0,12.0,Smoothie,1,4.0,4.0,Other,In-store,4.0,False
TXN_2698591,2023-08-05,2023.0,8.0,5.0,Tea,5,1.5,7.5,Other,Unknown,7.5,False
TXN_3171373,2023-05-10,2023.0,5.0,10.0,Smoothie,3,4.0,12.0,Credit Card,In-store,12.0,False
TXN_4129248,,,,,Sandwich,2,4.0,8.0,Credit Card,Unknown,8.0,False
TXN_6498163,2023-07-15,2023.0,7.0,15.0,Smoothie,5,4.0,20.0,Other,In-store,20.0,False
TXN_6717827,2023-11-15,2023.0,11.0,15.0,Unknown Item,3,5.0,15.0,Digital Wallet,Unknown,15.0,False
TXN_9089898,2023-01-11,2023.0,1.0,11.0,Salad,3,5.0,15.0,Credit Card,Unknown,15.0,False
TXN_8587583,2023-10-01,2023.0,10.0,1.0,Cake,1,3.0,3.0,Other,Unknown,3.0,False
TXN_8693704,2023-05-04,2023.0,5.0,4.0,Salad,5,5.0,25.0,Cash,In-store,25.0,False
TXN_3857960,2023-04-26,2023.0,4.0,26.0,Salad,4,5.0,20.0,Cash,In-store,20.0,False
TXN_3499124,2023-08-25,2023.0,8.0,25.0,Unknown Item,4,4.0,16.0,Credit Card,Unknown,16.0,False
TXN_9250710,2023-05-28,2023.0,5.0,28.0,Salad,1,5.0,5.0,Cash,In-store,5.0,False
TXN_7058377,2023-04-30,2023.0,4.0,30.0,Juice,1,3.0,3.0,Other,Takeaway,3.0,False
TXN_6766492,2023-01-14,2023.0,1.0,14.0,Salad,1,5.0,5.0,Other,Unknown,5.0,False
TXN_9879996,2023-03-01,2023.0,3.0,1.0,Coffee,4,2.0,8.0,Digital Wallet,In-store,8.0,False
TXN_4291940,2023-11-13,2023.0,11.0,13.0,Cake,3,3.0,9.0,Credit Card,In-store,9.0,False
TXN_7433461,2023-07-09,2023.0,7.0,9.0,Cookie,2,1.0,2.0,Digital Wallet,Unknown,2.0,False
TXN_4068262,2023-05-13,2023.0,5.0,13.0,Salad,2,5.0,10.0,Credit Card,Unknown,10.0,False
TXN_5761073,,,,,Cookie,1,1.0,1.0,Cash,In-store,1.0,False
TXN_5047447,2023-12-27,2023.0,12.0,27.0,Salad,1,5.0,5.0,Digital Wallet,Takeaway,5.0,False
TXN_6623508,2023-05-18,2023.0,5.0,18.0,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,5.0,False
TXN_2651216,2023-04-04,2023.0,4.0,4.0,Unknown Item,3,4.0,12.0,Other,Unknown,12.0,False
TXN_9350833,2023-01-17,2023.0,1.0,17.0,Cake,1,3.0,3.0,Cash,Takeaway,3.0,False
TXN_8377564,2023-07-14,2023.0,7.0,14.0,Cake,5,3.0,15.0,Other,In-store,15.0,False
TXN_7031118,2023-03-29,2023.0,3.0,29.0,Salad,1,5.0,5.0,Credit Card,Unknown,5.0,False
TXN_2230167,2023-09-22,2023.0,9.0,22.0,Cake,4,3.0,12.0,Digital Wallet,Takeaway,12.0,False
TXN_6446616,2023-09-30,2023.0,9.0,30.0,Tea,3,1.5,4.5,Other,Unknown,4.5,False
TXN_1721827,2023-08-22,2023.0,8.0,22.0,Cake,4,3.0,12.0,Digital Wallet,Unknown,12.0,False
TXN_6334895,2023-07-27,2023.0,7.0,27.0,Smoothie,1,4.0,4.0,Credit Card,Unknown,4.0,False
TXN_7077119,2023-12-30,2023.0,12.0,30.0,Unknown Item,1,4.0,4.0,Digital Wallet,In-store,4.0,False
TXN_8562645,2023-05-18,2023.0,5.0,18.0,Salad,,5.0,,Other,In-store,,False
TXN_4700144,2023-12-21,2023.0,12.0,21.0,Coffee,4,2.0,8.0,Other,In-store,8.0,False
TXN_5526852,2023-09-28,2023.0,9.0,28.0,Sandwich,5,4.0,20.0,Digital Wallet,In-store,20.0,False
TXN_6846228,2023-11-16,2023.0,11.0,16.0,Salad,3,5.0,15.0,Other,In-store,15.0,False
